venue_id,venue_name,city,country,research_priority,candidate_source,item_name,item_priority,kind,confidence,catalog_id,why_for_visitor,notes
sao-paulo-zoo,São Paulo Zoo,São Paulo,Brazil,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
sao-paulo-zoo,São Paulo Zoo,São Paulo,Brazil,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
sao-paulo-zoo,São Paulo Zoo,São Paulo,Brazil,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
calgary-zoo,Calgary Zoo,Calgary,Canada,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
santiago-zoo,Parque Metropolitano Zoo,Santiago,Chile,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
shanghai-ocean-aquarium,Shanghai Ocean Aquarium,Shanghai,China,8,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
bogota-zoo,Jaime Duque Park Zoo,Bogotá,Colombia,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
prague-zoo,Prague Zoo,Prague,Czechia,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
copenhagen-zoo,Copenhagen Zoo,Copenhagen,Denmark,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
cairo-zoo,Giza Zoo,Cairo,Egypt,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
helsinki-zoo,Korkeasaari Zoo,Helsinki,Finland,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
munich-zoo,Hellabrunn Zoo,Munich,Germany,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
athens-attica-zoo,Attica Zoological Park,Athens,Greece,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
budapest-zoo,Budapest Zoo,Budapest,Hungary,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Elephant,1,animal,template,african-elephant,,
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Giraffe,1,animal,template,reticulated-giraffe,,
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Lion,1,animal,template,african-lion,,
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Tram / drive-through,1,experience,template,,Core safari format,
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Cheetah or fast cat,2,animal,template,cheetah,,
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Rhino (if present),2,animal,template,,,Confirm species/presence
bangalore-bannerghatta,Bannerghatta Biological Park,Bengaluru,India,8,template:generic_safari,Zebra,2,animal,template,zebra,,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
delhi-zoo,National Zoological Park,Delhi,India,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
mumbai-byculla-zoo,Byculla Zoo (Jijamata Udyan),Mumbai,India,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
jakarta-ragunan,Ragunan Zoo,Jakarta,Indonesia,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
milan-aquarium,Acquario di Milano,Milan,Italy,8,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
rome-bioparco,Bioparco di Roma,Rome,Italy,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
